word	rank	corpus_count
tervik	26926	109
tapamaja	26928	109
varjunimi	26930	109
lavastus	26934	109
meeltmööda	26941	109
paprika	26942	109
olevik	26943	109
eemaletõukav	26945	109
plankton	26947	109
poolakas	26948	109
saatejuht	26949	109
aur	26950	109
aspiriin	26951	109
föderatsioon	26953	109
pettusega	26956	109
hetkeline	26957	109
purustama	26973	108
maitsma	26975	108
pesumaja	26991	108
stressirohke	26995	108
öökima	27008	108
kohanema	27009	108
lähedasem	27013	108
rästik	27014	108
kaameramees	27027	108
terminaator	27032	108
kaubandus	27036	108
padrun	27041	108
sealtpoolt	27049	108
luureandmed	27050	108
turvameeskond	27053	108
naljatilk	27058	108
sissekanne	27063	108
vaas	27066	108
oie	27077	108
diabeetik	27081	108
lennufirma	27084	108
nohu	27086	108
varasem	27090	108
kahekorra	27095	108
leebelt	27099	108
fenomen	27108	108
kiireloomuline	27114	108
imetlema	27124	108
vana-aasta	27129	108
paksult	27130	108
häbilugu	27132	108
mehhaanik	27134	108
missouri	27135	108
jaatav	27136	108
iirimaa	27140	108
kail	27146	108
roomajad	27152	108
vinna	27154	108
eksemplar	27157	108
harki	27158	108
ustavus	27165	108
tavai	27166	108
taastamine	27167	108
tungima	27170	108
veerema	27174	108
palat	27183	107
siiber	27187	107
bai	27190	107
pohmell	27191	107
pühamu	27195	107
roomaja	27206	107
platsis	27211	107
muuhulgas	27214	107
sutenöör	27222	107
korraldaja	27225	107
vatikan	27226	107
tühjalt	27235	107
sõnapidaja	27236	107
tähistamine	27239	107
vereproov	27241	107
riiul	27242	107
üleliigne	27243	107
umbrohi	27248	107
vanaeit	27252	107
kõrvits	27256	107
pistrik	27257	107
issa	27261	107
tihtipeale	27262	107
sõjamees	27263	107
tomat	27266	107
vangistus	27268	107
albaania	27269	107
sipelgas	27271	107
noku	27278	107
jokker	27289	107
silmamuna	27290	107
nõks	27299	107
kaubalaev	27308	107
pinnapealne	27312	107
ekspeditsioon	27313	107
lõbustuspark	27320	107
mõjutama	27322	107
varje	27323	107
pakke	27327	107
vägivaldselt	27333	107
läbimõeldud	27343	107
nööp	27346	107
kagu	27348	107
üheksane	27359	106
meistrivõistlused	27366	106
pangakonto	27368	106
varganägu	27373	106
kullakene	27386	106
potentsiaal	27396	106
alateadvus	27408	106
siitpoolt	27409	106
roo	27414	106
sealjuures	27420	106
smoking	27423	106
misjaoks	27425	106
keemik	27427	106
norima	27428	106
langust	27432	106
eelnev	27433	106
sulama	27434	106
häh	27435	106
kainelt	27436	106
irve	27443	106
romantilisem	27444	106
naasmine	27445	106
annetus	27455	106
omlett	27456	106
tsunami	27457	106
kehvem	27467	106
tünn	27472	106
panter	27473	106
süütaja	27480	106
elektrikatkestus	27494	106
terminal	27497	106
sae	27499	106
abiraha	27501	106
pluto	27505	106
põrutus	27512	106
tassima	27514	106
kuulsaim	27516	106
ringkäik	27519	106
tukkuma	27523	106
evakuatsioon	27524	106
sõjakangelane	27532	106
rahulolev	27537	106
eetika	27539	106
sedaviisi	27542	106
truudusetu	27544	106
segasem	27546	106
süüalune	27553	106
hoovus	27554	106
patsi	27557	106
metsloom	27564	105
orgasm	27576	105
valmistamine	27578	105
edukam	27582	105
jessake	27587	105
möönma	27589	105
kassipoeg	27601	105
külastusaeg	27602	105
huligaan	27605	105
tau	27606	105
vaiksem	27610	105
onn	27611	105
triumf	27613	105
viide	27614	105
tanke	27615	105
palgapäev	27621	105
traagiliselt	27627	105
rahapesu	27628	105
põletamine	27642	105
ristiema	27648	105
koostama	27649	105
dušš	27656	105
lora	27659	105
käepide	27660	105
haarang	27672	105
lasanje	27678	105
sügelema	27679	105
võidujooks	27680	105
lõpupidu	27681	105
kultus	27682	105
memphis	27685	105
peasekretär	27691	105
burgundia	27701	105
isake	27702	105
kõrvarõngas	27706	105
kütte	27708	105
edutult	27709	105
kehaosa	27710	105
sõidus	27711	105
direktriss	27714	105
väljasõit	27715	105
ebainimlik	27716	105
tsiviil	27719	105
toppama	27720	105
kommentaar	27729	105
puus	27731	105
heasüdamlik	27734	105
kõhutunne	27739	105
silmside	27741	105
rad	27746	104
asendus	27747	104
juhend	27756	104
ram	27762	104
haisema	27763	104
lemmikkoht	27764	104
matš	27766	104
haigushoog	27769	104
suhteline	27773	104
sarm	27778	104
arhiiv	27779	104
lepe	27781	104
karje	27782	104
vastuteene	27785	104
rõngas	27796	104
edev	27809	104
külmalt	27810	104
väljavaade	27820	104
abielupaar	27823	104
robi	27826	104
kogenematu	27827	104
vahetpidamata	27829	104
vahistamine	27830	104
aktiivselt	27837	104
viimine	27848	104
kümmekond	27853	104
eelmäng	27854	104
nõudlus	27855	104
habemeajaja	27862	104
majapidajanna	27871	104
üheksakümmend	27874	104
sos	27875	104
lokkis	27880	104
tormakas	27881	104
tööaeg	27883	104
euro	27885	104
juhtnöör	27886	104
intensiivne	27888	104
kärakas	27895	104
migreen	27897	104
tahke	27899	104
mõjul	27901	104
maa-ala	27905	104
pepsi	27906	104
mahe	27907	104
vahetusraha	27912	104
puusepp	27916	104
koodnimi	27928	104
providence	27934	104
mehaaniline	27941	104
roomama	27947	104
gallia	27950	104
kamm	27961	103
kalle	27963	103
talupoeg	27974	103
lambist	27976	103
määramata	27979	103
jäärapäine	27980	103
tikk-takk	27982	103
lumivalguke	27984	103
kiitma	27986	103
lõust	28010	103
juuda	28012	103
suhtlus	28022	103
aatom	28029	103
pille	28030	103
enneaegne	28033	103
klõps	28036	103
sidur	28037	103
isetehtud	28039	103
kolmik	28043	103
jõuliselt	28044	103
koomiks	28047	103
kummalisem	28050	103
teleskoop	28052	103
kujuteldav	28066	103
süütamine	28067	103
tiigi	28069	103
avasüli	28070	103
käbarad	28090	103
teenindaja	28091	103
blokk	28102	103
jultumus	28114	103
seisuga	28116	103
tex	28122	103
sõidutama	28123	103
ebamäärane	28124	103
nilbe	28133	103
manööver	28150	103
kasvatus	28152	103
kärnkonn	28153	103
südametemurdja	28156	103
rõõmustama	28165	102
vasakpoolne	28166	102
lühinägelik	28167	102
pumppüss	28171	102
paneel	28173	102
elevile	28181	102
retooriline	28194	102
omavaheline	28195	102
päevakava	28200	102
albuquerque	28205	102
inimlikkus	28207	102
reetma	28212	102
abielumees	28218	102
roma	28222	102
rokkstaar	28223	102
hopp	28235	102
ööbima	28245	102
rai	28252	102
mühakas	28258	102
pööning	28261	102
chihuahua	28264	102
duell	28266	102
rahvahulk	28281	102
sääsk	28288	102
pre	28293	102
dong	28294	102
esmamulje	28298	102
kuivama	28299	102
passiivne	28300	102
loendus	28301	102
sms	28303	102
autopiloot	28309	102
punaarmee	28315	102
ajudega	28318	102
tikk	28319	102
lise	28320	102
unistama	28322	102
võlusõna	28323	102
lennukikandja	28328	102
käivitama	28333	102
kaamel	28340	102
suvila	28343	102
eluliselt	28346	102
burrito	28353	102
milano	28372	102
mürgel	28378	101
iowa	28383	101
meer	28386	101
kabel	28389	101
romantiliselt	28395	101
uskumine	28410	101
tõendusmaterjal	28416	101
malaaria	28419	101
peopesa	28420	101
abt	28423	101
hageja	28427	101
barbar	28438	101
kättemaksuhimuline	28440	101
rebend	28457	101
metssiga	28459	101
kostus	28461	101
kõrvaldamine	28462	101
kehtiv	28465	101
mõtteviis	28481	101
tsikkel	28486	101
siirdamine	28487	101
põis	28504	101
luuüdi	28512	101
umbkaudu	28513	101
priima	28521	101
senna	28523	101
poolne	28526	101
plasma	28527	101
käekell	28530	101
detailselt	28531	101
pann	28532	101
rull	28534	101
kogudus	28541	101
laadimine	28544	101
pale	28548	101
koolitus	28550	101
transvestiit	28558	101
verist	28560	101
süüdistamine	28568	101
prefekt	28571	101
söömaaeg	28579	100
komando	28581	100
poeesia	28586	100
armutu	28587	100
hulljulge	28590	100
kiud	28593	100
jõusaal	28596	100
planeerimine	28601	100
koola	28618	100
skandinaavia	28619	100
pakku	28620	100
töökaaslane	28628	100
tulev	28629	100
üleandmine	28644	100
igapäevaselt	28650	100
lahkem	28653	100
otsekoheselt	28655	100
lähem	28663	100
uhutud	28664	100
hooldus	28667	100
lõpetades	28669	100
söödav	28674	100
sobivalt	28677	100
hiilgavalt	28684	100
pulmakink	28685	100
õpetlane	28690	100
kuuldavale	28695	100
triip	28708	100
etteotsa	28715	100
jurakas	28720	100
toronto	28723	100
maadlus	28726	100
klapp	28727	100
denver	28729	100
niagara	28730	100
puksiiri	28731	100
nässus	28738	100
buum	28739	100
invaliid	28741	100
viibima	28745	100
lakkuma	28751	100
relvile	28752	100
hammustama	28755	100
jõuluks	28757	100
kunn	28759	100
tonn	28762	100
hukas	28764	100
mereväelane	28769	100
mast	28770	100
arulage	28771	100
ilgelt	28772	100
näpp	28780	100
boliivia	28782	100
mutatsioon	28790	100
miin	28793	99
kananahk	28796	99
päevitus	28803	99
disko	28805	99
suurendama	28808	99
segaja	28818	99
võllas	28819	99
hiv	28820	99
protest	28821	99
võõrastemaja	28825	99
suhtuma	28826	99
arvestatud	28830	99
ärkamine	28833	99
rahvamass	28841	99
ajalt	28843	99
ebola	28844	99
kirjeldamatu	28845	99
yorkshire	28848	99
vanemseersant	28853	99
brighton	28854	99
ajuvaba	28859	99
kaheksakümmend	28865	99
vasemale	28867	99
vaieldav	28871	99
nurjunud	28874	99
ausam	28875	99
hukatus	28879	99
tseesar	28885	99
efektiivsem	28889	99
opereerima	28906	99
navigaator	28907	99
õitsele	28919	99
kannatlikult	28920	99
binokkel	28924	99
espresso	28926	99
diktaator	28931	99
kobras	28934	99
arsenal	28937	99
pärima	28941	99
ad	28942	99
söögituba	28943	99
gramm	28950	99
kahepalgeline	28951	99
nirk	28954	99
tamme	28965	99
intuitsioon	28969	99
möödaminnes	28976	99
ogar	28977	99
muffin	28981	99
ilmateade	28983	99
rändaja	28985	99
püüdja	28989	98
külmus	28993	98
aaria	28994	98
režissöör	28996	98
mammi	28997	98
vasikaliha	29001	98
loomaliha	29005	98
dg	29006	98
säilmed	29007	98
arenenum	29014	98
saga	29016	98
kunagine	29021	98
pelgupaik	29024	98
tujurikkuja	29029	98
küsitlus	29030	98
investor	29036	98
pildistamine	29040	98
kombekas	29041	98
riba	29044	98
kaugemalt	29046	98
enesehinnang	29048	98
jamajutt	29053	98
sinnapoolegi	29054	98
träni	29057	98
võlla	29060	98
elling	29062	98
kraan	29064	98
kopsupõletik	29073	98
usinalt	29075	98
bong	29077	98
ristis	29078	98
ristleja	29082	98
algama	29088	98
assa	29100	98
maksuamet	29111	98
potentsiaalselt	29112	98
enigma	29116	98
lambaliha	29118	98
puuma	29123	98
maaväline	29124	98
juriidiline	29129	98
kapuuts	29161	98
ärahellitatud	29163	98
ülesmäge	29175	98
instruktor	29183	98
mana	29189	98
ammugi	29190	97
pikal	29196	97
järeleandmatu	29205	97
pakett	29215	97
kamin	29217	97
loogilisem	29223	97
tennis	29224	97
hades	29227	97
seisukohalt	29231	97
kogema	29232	97
forell	29235	97
tervikuna	29240	97
välisminister	29241	97
otstarve	29245	97
põrm	29251	97
pundi	29252	97
lihane	29253	97
tõmbamine	29255	97
disainer	29257	97
tagi	29265	97
kogum	29267	97
kuhja	29272	97
mõtlematult	29273	97
tumedam	29275	97
lumepall	29276	97
kontrolltöö	29277	97
ületamine	29278	97
kolmapäeviti	29286	97
oxford	29290	97
närv	29302	97
merejalavägi	29312	97
korpus	29315	97
mulk	29317	97
õmblema	29320	97
vaht	29321	97
pikkpoiss	29328	97
rendiauto	29337	97
madalamalt	29343	97
markii	29349	97
alaspidi	29351	97
imekombel	29354	97
lahendamine	29355	97
sooda	29358	97
isetu	29360	97
segavereline	29363	97
pädev	29366	97
kronk	29369	97
küsimine	29371	97
armsalt	29377	97
ebaõiglaselt	29397	97
turvis	29412	96
ajel	29419	96
üheksateist	29421	96
diplomaatia	29422	96
kotitäis	29425	96
säga	29433	96
õide	29436	96
kapo	29448	96
statistiliselt	29449	96
kunstlik	29450	96
veekindel	29453	96
mõistatuslik	29459	96
seljaaju	29463	96
prokuratuur	29464	96
ebaloogiline	29471	96
uuem	29481	96
eeldatav	29483	96
supermees	29489	96
rekka	29492	96
kesklinn	29495	96
narkopolitsei	29496	96
pension	29499	96
piiks	29504	96
kompromiss	29510	96
mag	29512	96
küün	29519	96
andi	29521	96
liim	29524	96
suitsukate	29525	96
madrid	29529	96
lõunatama	29546	96
halo	29547	96
psüühiline	29549	96
polt	29553	96
plakat	29554	96
sinep	29556	96
apelsin	29563	96
teisejärguline	29564	96
jaolt	29567	96
valentinipäev	29568	96
soojendus	29574	96
süüde	29575	96
kistud	29581	96
laama	29582	96
glamuurne	29583	96
lapseootel	29586	96
tardunud	29588	96
mõjuvõimas	29600	96
rabandus	29605	96
tirima	29610	96
toodang	29614	96
pöörlema	29615	96
raudus	29619	96
annus	29620	96
suguharu	29622	96
maitsekas	29624	96
võidusõitja	29626	96
koduigatsus	29629	96
trans	29631	96
ilmaski	29632	96
rokk	29633	96
ares	29634	96
rahulolematu	29635	96
vanatädi	29637	96
peatamine	29644	96
kohtumispaik	29645	96
ükstapuha	29653	96
vrakk	29656	96
nba	29664	96
pederast	29669	96
canterbury	29680	95
sümboolne	29681	95
objektiivne	29688	95
sookoll	29693	95
rootslane	29694	95
elutu	29701	95
infektsioon	29703	95
sage	29705	95
ülesvoolu	29706	95
neljapäeviti	29719	95
hopsti	29726	95
jessuke	29728	95
limane	29730	95
paeluv	29732	95
sõjajalal	29733	95
rakmed	29739	95
jalavägi	29745	95
abort	29747	95
tatikas	29752	95
maasikas	29757	95
imearmas	29762	95
reeglina	29764	95
ühtlaselt	29772	95
diskreetselt	29783	95
tulutult	29804	95
plii	29805	95
kurg	29808	95
revolutsiooniline	29812	95
vibukütt	29813	95
sebra	29817	95
ühekorraga	29818	95
hüüdma	29821	95
leukeemia	29825	95
rae	29826	95
väljendus	29831	95
emotsioon	29836	95
ärtu	29839	95
biopsia	29851	95
asustamata	29858	95
tühipaljas	29863	95
tööintervjuu	29864	95
tapvalt	29868	95
aastaaeg	29870	95
salapära	29880	95
üüriraha	29881	95
mõttetult	29890	94
taastumine	29895	94
värvikas	29905	94
hulkuv	29906	94
tong	29913	94
sihikindel	29922	94
raadiojaam	29926	94
eepiline	29928	94
aktsepteerima	29929	94
regulaarne	29931	94
rohkesti	29932	94
valeraha	29934	94
külili	29938	94
eiramine	29943	94
sorts	29951	94
segamine	29955	94
õppija	29957	94
kalapüük	29958	94
parempoolne	29961	94
maapealne	29962	94
psühhiaatria	29964	94
jooksik	29965	94
valdas	29970	94
akadeemiline	29974	94
snoob	29987	94
eestkoste	29992	94
kamraad	29994	94
riitus	29996	94
kõrvaline	29997	94
parkimine	30005	94
sõlm	30013	94
eluohtlik	30019	94
dolce	30020	94
vahtkond	30022	94
tähelepanelikum	30024	94
suvaliselt	30029	94
leebem	30038	94
uuelt	30040	94
vaieldamatult	30042	94
matka	30048	94
refleks	30049	94
sinilind	30054	94
himu	30068	94
kuusk	30078	94
surmaaeg	30080	94
tõotus	30090	93
niru	30094	93
hobu	30097	93
wisconsin	30098	93
saturn	30100	93
peatamatu	30102	93
niiväga	30103	93
altkäemaks	30106	93
apelsinimahl	30111	93
kanjon	30123	93
kondor	30124	93
paranemine	30130	93
figuur	30138	93
plaadifirma	30139	93
tangi	30143	93
imetaja	30144	93
päikseline	30152	93
tehisintellekt	30154	93
tilguti	30157	93
hääletaja	30160	93
barcelona	30161	93
kärmelt	30162	93
maadleja	30166	93
kusel	30172	93
sestpeale	30173	93
pandav	30174	93
pardon	30180	93
pangaarve	30182	93
saun	30186	93
siia-sinna	30188	93
tubakas	30203	93
krokodillid	30212	93
kohene	30214	93
hirmunult	30216	93
ronk	30217	93
ruudus	30219	93
kallilt	30222	93
filmistaar	30226	93
baaridaam	30238	93
nim	30244	93
südaööl	30250	93
peavõit	30254	93
olenevalt	30258	93
pael	30261	93
näljahäda	30272	93
hiiglasuur	30274	93
ebavajalik	30283	93
kombe	30307	93
kabiin	30313	93
constantine	30319	93
elanikkond	30321	93
seepeale	30323	92
õhurünnak	30329	92
meesterahvas	30347	92
mõttekas	30350	92
raks	30351	92
kaptenleitnant	30352	92
niiskus	30357	92
päikeseloojang	30359	92
keeldumine	30360	92
koguja	30362	92
pingsalt	30365	92
keemiaravi	30367	92
tala	30370	92
raadioside	30376	92
painaja	30379	92
mode	30381	92
eeg	30387	92
laiskvorst	30389	92
sittuma	30393	92
valdus	30397	92
kriminalistika	30401	92
hõõruma	30403	92
täiuslikkus	30405	92
varane	30410	92
realist	30411	92
jälestusväärne	30412	92
lukustama	30416	92
peidust	30418	92
jõululaupäev	30419	92
kompuuter	30424	92
kalmaar	30425	92
standardne	30428	92
demo	30429	92
elamus	30431	92
tipu	30432	92
sala	30433	92
mäger	30436	92
isikutunnistus	30438	92
möh	30447	92
leiutasu	30452	92
lisatasu	30460	92
tagasihoidlikult	30461	92
kaubamärk	30465	92
linnavolikogu	30466	92
surfama	30467	92
jalaluu	30469	92
tarbetu	30471	92
peenelt	30475	92
heastama	30477	92
radio	30478	92
põld	30481	92
käigukast	30486	92
lukustus	30490	92
veealune	30491	92
alistuma	30494	92
naabrivalve	30502	92
elektrik	30505	92
puhtus	30506	92
videomäng	30510	92
usutavalt	30513	92
traat	30515	92
aroom	30521	92
maroko	30528	92
unarusse	30534	92
määrima	30535	92
toksikoloogia	30562	91
kirurgia	30563	91
sale	30575	91
abikäsi	30577	91
aka	30580	91
hunnikus	30582	91
ballistika	30583	91
vapraim	30585	91
kuubik	30590	91
tõre	30592	91
kujutlus	30597	91
väljapaistev	30599	91
erutus	30601	91
karistatav	30607	91
samba	30628	91
seenior	30637	91
senjoora	30641	91
tõukama	30646	91
kolm-neli	30654	91
üürnik	30658	91
värvis	30660	91
mõrvarlik	30663	91
privaatsus	30664	91
tundmine	30667	91
telliskivi	30670	91
raames	30671	91
surnukuur	30676	91
pidusöök	30677	91
tunnetus	30679	91
organ	30680	91
ratastool	30685	91
kõrgeauline	30695	91
võrratult	30699	91
kaevamine	30700	91
tapamasin	30701	91
vääna	30702	91
kahene	30706	91
veranda	30707	91
eluski	30709	91
vähehaaval	30714	91
homoseksuaal	30718	91
põhjendus	30727	91
postkaart	30728	91
multikas	30736	91
neutraalne	30750	91
ühti	30751	91
trussikud	30753	91
kannatlikkus	30756	91
pii	30757	91
käsn	30762	91
fanaatik	30764	91
mänguaeg	30769	91
ajukahjustus	30773	91
velsker	30783	91
improviseerima	30784	91
rindkere	30795	91
kõhulahtisus	30797	90
sanitar	30799	90
evakueeruma	30802	90
avar	30804	90
harukordne	30813	90
hääletamine	30816	90
umbe	30817	90
rajad	30818	90
karistamata	30820	90
baarman	30826	90
kellaaeg	30835	90
surnumatja	30837	90
vennake	30838	90
uriin	30844	90
hommikumantel	30846	90
erootiline	30852	90
kõnnak	30857	90
faktor	30871	90
risu	30873	90
musklis	30880	90
maag	30883	90
mnjah	30886	90
praha	30896	90
äbarik	30908	90
kiirendus	30912	90
matke	30914	90
niit	30921	90
ulatuslik	30931	90
meditsiiniliselt	30940	90
riiukukk	30942	90
maraton	30959	90
solvamine	30964	90
skisofreenik	30967	90
sangar	30969	90
kiiduväärt	30974	90
katseaeg	30976	90
pritsi	30980	90
valutult	30983	90
ekstreemne	30987	90
ähmaselt	30991	90
põud	30994	90
suupiste	31002	90
pirn	31006	90
hologramm	31010	90
vanatüdruk	31030	90
dame	31031	90
mõmin	31032	90
kasvataja	31033	90
täismaja	31035	90
õudselt	31038	90
hoidla	31041	90
südaöö	31049	89
abielusõrmus	31051	89
kehtetu	31052	89
soojendama	31054	89
kohutavam	31057	89
nebraska	31067	89
tarretis	31071	89
sg	31080	89
vilunud	31085	89
kuumi	31096	89
lähenemiskeeld	31098	89
belize	31103	89
marsruut	31108	89
kalake	31114	89
hoolas	31115	89
vajuma	31116	89
majonees	31119	89
manu	31125	89
jõuluõhtu	31126	89
kõlupea	31131	89
sukeldumine	31133	89
iisrael	31134	89
lunastaja	31178	89
ämmaemand	31190	89
arendama	31195	89
alaline	31205	89
igatsus	31206	89
türklane	31208	89
baarimees	31213	89
linnavalitsus	31216	89
kaksikõde	31218	89
päästemeeskond	31221	89
kalur	31223	89
kompromiteeritud	31230	89
välisministeerium	31243	89
kanister	31248	89
rünnakrühm	31251	89
nais	31252	89
konjak	31253	89
arni	31255	89
järgmiselt	31260	89
justnimelt	31263	89
öökullid	31266	89
waterloo	31267	89
keerlema	31268	89
erektsioon	31272	89
pisikene	31276	89
tiivas	31278	89
väljapressija	31286	89
skaneering	31290	89
paistetus	31300	89
õnnitlema	31301	89
raius	31308	89
vargsi	31312	89
katsetama	31315	89
usaldav	31316	89
delaware	31320	89
rabama	31321	89
torkima	31325	89
lumivalgeke	31326	89
ida-euroopa	31331	89
veresuhkur	31332	89
niikaugele	31339	88
ülikõva	31340	88
neiuke	31351	88
kuristik	31352	88
jaburus	31354	88
